Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
4:1	k51m		rc://*/ta/man/translate/writing-newevent	τότε	1	Here, the word **Then** introduces the next major event in the story. It does not indicate how soon this event happened after the events that Matthew has already narrated. If it would be helpful in your language, you could use a word or phrase that introduces the next event in sequence. Alternate translation: “Sometime after that,” or “After he heard the voice from the heavens,”
4:1	aq3s		rc://*/ta/man/translate/figs-activepassive	ὁ Ἰησοῦς ἀνήχθη & ὑπὸ τοῦ Πνεύματος	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “the Spirit led up Jesus”
4:1	wy4b		rc://*/ta/man/translate/figs-activepassive	πειρασθῆναι ὑπὸ τοῦ διαβόλου	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “so that the devil could tempt Jesus”
4:2	cft7		rc://*/ta/man/translate/figs-idiom	ἡμέρας τεσσεράκοντα καὶ νύκτας τεσσεράκοντα	1	The phrase **40 days and 40 nights** refers to 40 periods of 24 hours in a row. Matthew means that Jesus fasted for 40 full days. If it would be helpful in your language, you could use a comparable expression. Alternate translation: “for 40 straight days”
4:3	nfiu		rc://*/ta/man/translate/figs-explicit	ὁ πειράζων	1	Here, the phrase **the one tempting** refers to the devil, whom Matthew already mentioned in [4:1](../04/01.md). If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “the one tempting, the devil,” or “the devil, who was tempting him,”
4:3	oyws		rc://*/ta/man/translate/grammar-connect-condition-hypothetical	εἰ Υἱὸς εἶ τοῦ Θεοῦ, εἰπὲ ἵνα οἱ λίθοι οὗτοι ἄρτοι γένωνται	1	The devil is suggesting that this is a hypothetical condition, that the **stones** will only **become loaves** if Jesus is **the Son of God**. The devil is speaking as if it is uncertain who Jesus is in order to challenge him to do this miracle to prove that he really is the Son of God. Use a natural form in your language for introducing something that could be true. Alternate translation: “Prove that you are the Son of God by speaking so that these stones might become loaves”
4:3	c1ac		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Υἱὸς & τοῦ Θεοῦ	1	The phrase **Son of God** is an important title for Jesus.
4:3	vpnf		rc://*/ta/man/translate/figs-explicit	εἰπὲ ἵνα οἱ λίθοι οὗτοι ἄρτοι γένωνται	1	Here the devil wants Jesus to tell the **stones** to **become bread**. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “tell these stones to become bread” or “speak words that make these stones become bread”
4:3	uyv4		rc://*/ta/man/translate/figs-quotations	εἰπὲ ἵνα οἱ λίθοι οὗτοι ἄρτοι γένωνται	1	It may be more natural in your language to have a direct quotation here. Alternate translation: “speak to these stones, ‘Become bread!’”
4:4	o3a6		rc://*/ta/man/translate/writing-quotations	ὁ & ἀποκριθεὶς εἶπεν	1	Consider natural ways of introducing direct quotations in your language. Alternate translation: “he answered” or “he said to him”
4:4	sph9		rc://*/ta/man/translate/writing-quotations	γέγραπται	1	In Matthew’s culture, **it is written** was a normal way to introduce a quotation from an important text, in this case, the book of Deuteronomy (see [Deuteronomy 8:3](../deu/08/03.md)). If it would be helpful in your language, you could use a comparable phrase that indicates that Jesus is quoting from an important text. Alternate translation: “You can read in the Scriptures” or “It says in the book of Deuteronomy”
4:4	fd67		rc://*/ta/man/translate/figs-activepassive	γέγραπται	1	If your language does not use the passive form, you can state this in active form or in another way that is natural in your language. Alternate translation: “Moses wrote this in the Scriptures”
4:4	i33v			οὐκ & ζήσεται	1	The author of the quotation could be using the future tense to give: (1) a general statement. Alternate translation: “does not live” (2) a command. Alternate translation: “should not live”
4:4	d010		rc://*/ta/man/translate/figs-genericnoun	ὁ ἄνθρωπος	1	The word **Man** represents people in general, not one particular man. If it would be helpful in your language, you could use a different expression. Alternate translation: “Humans”
4:4	d5tw		rc://*/ta/man/translate/figs-gendernotations	ὁ ἄνθρωπος	1	Although the term **Man** is masculine, the author of the quotation is using the word in a generic sense that includes both men and women. If it would be helpful in your language, you could use a phrase that makes this clear. Alternate translation: “Man and woman” or “A person”
4:4	xbai		rc://*/ta/man/translate/figs-metonymy	ἄρτῳ	1	Here, **bread** represents food and eating in general. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “food” or “eating”
4:4	wuqm		rc://*/ta/man/translate/figs-ellipsis	ἀλλ’ ἐπὶ	1	The author of the quotation is leaving out some of the words that in many languages a sentence would need in order to be complete. You could supply these words from earlier in the sentence if it would be clearer in your language. Alternate translation: “but he will live by”
4:4	rzh4		rc://*/ta/man/translate/figs-metonymy	παντὶ ῥήματι	1	The author of the quotation is using the term **word** to mean a message spoken in words. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “every message” or “everything”
4:4	jl6f		rc://*/ta/man/translate/figs-idiom	ἐκπορευομένῳ διὰ στόματος Θεοῦ	1	Here, the phrase **coming through the mouth of God** indicates that God is the one speaking **every word**. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. Alternative translation: “that God has spoken” or “that God says”
4:5	qhg2		rc://*/ta/man/translate/translate-tense	παραλαμβάνει	1	To call attention to a development in the story, Matthew uses the present tense in past narration. If it would not be natural to do that in your language, you could use the past tense in your translation. Alternate translation: “took”
