Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
4:30	txb5			τοῦ ὀνόματος τοῦ ἁγίου παιδός σου, Ἰησοῦ	the name of your holy Servant Jesus	1	Here the word **Servant** is a title for the Messiah. See the discussion of that term in the General Notes to Chapter 3, and see how you translated it in [3:13](../03/13.md), [3:26](../03/26.md), and [4:27](../04/27.md). Alternate translation: “the name of Jesus, your holy Messiah”
4:31	a309		rc://*/ta/man/translate/writing-endofstory	καὶ	And	1	This verse is the end of the whole story of how the lame man was healed and how Peter and John were arrested as a result. Luke uses the word translated **And** to introduce information about what happened after the story as a result of the events within the story itself. Your language may have its own way of indicating how such information relates to a story.
4:31	a310		rc://*/ta/man/translate/figs-activepassive	ἐν ᾧ ἦσαν συνηγμένοι	in which they were gathered together	1	If it would be helpful in your language, you could state this with an active form. Alternate translation: “where they had gathered together”
4:31	x9b3		rc://*/ta/man/translate/figs-activepassive	ἐσαλεύθη	was shaken	1	If it would be helpful in your language, you could state this with an active form. Alternate translation: “shook”
4:31	ps3m		rc://*/ta/man/translate/figs-activepassive	ἐπλήσθησαν ἅπαντες τοῦ Ἁγίου Πνεύματος	they were all filled with the Holy Spirit	1	If it would be helpful in your language, you could state this with an active form. See how you translated the same expression in [2:4](../02/04.md). Alternate translation: “the Holy Spirit filled them all”
4:31	a311		rc://*/ta/man/translate/figs-metaphor	ἐπλήσθησαν ἅπαντες τοῦ Ἁγίου Πνεύματος	they were all filled with the Holy Spirit	1	Luke is speaking as if the believers were containers that the Holy Spirit **filled**. Alternate translation: “the Holy Spirit inspired them all”
4:31	a312		rc://*/ta/man/translate/figs-metonymy	τὸν λόγον τοῦ Θεοῦ	the word of God	1	Luke is using the term **word** to mean the message that God wanted the believers to share by using words. Alternate translation: “the message from God”
4:31	a313		rc://*/ta/man/translate/figs-abstractnouns	μετὰ παρρησίας	with boldness	1	If your language does not use an abstract noun for the idea behind the word **boldness**, you could express the same idea with an adverb such as “boldly.” Alternate translation: “boldly”
4:32	a314		rc://*/ta/man/translate/grammar-connect-time-background	δὲ	Now	1	Luke uses the word **Now** to introduce background information in [4:32–37](../04/32.md) that will help readers understand further episodes in the story. These verses introduce Barnabas, who will be an important character in the book, and they also help account for what happens to Ananias and Sapphira in the next chapter. You can translate the word **Now** with a term or phrase that serves the same purpose in your language.
4:32	xu3j		rc://*/ta/man/translate/figs-metonymy	ἦν καρδία καὶ ψυχὴ μία	was one in heart and soul	1	Here the word **heart** seems to represent the emotions and the word **soul** seems to represent the desires. Alternate translation: “thought the same way and desired the same things” or see the next note for a further possibility.
4:32	a315		rc://*/ta/man/translate/figs-doublet	ἦν καρδία καὶ ψυχὴ μία	was one in heart and soul	1	The terms **heart** and **soul** mean similar things, and Luke may be using them together for emphasis. If it would be helpful to your readers, you could combine the terms in your translation. Alternate translation: “was genuinely united”
4:32	a316			τῶν ὑπαρχόντων αὐτῷ	of the things that were to him	1	Alternate translation: “of the things that he owned”
4:32	zyp5		rc://*/ta/man/translate/figs-hyperbole	ἦν αὐτοῖς πάντα κοινά	everything was common to them	1	The word **everything** may be a generalization that emphasizes the powerful spirit of generosity among the believers. See how you translated the similar expression in [2:44](../02/44.md). Alternate translation: “they shared their belongings with one another”
4:33	a317		rc://*/ta/man/translate/figs-abstractnouns	τῆς ἀναστάσεως τοῦ Κυρίου Ἰησοῦ	of the resurrection of the Lord Jesus	1	If your language does not use an abstract noun for the idea behind the word **resurrection**, you could express the same idea with an adjective such as “alive.” Alternate translation: “of how God made the Lord Jesus alive again after he died”
4:33	a318		rc://*/ta/man/translate/writing-pronouns	χάρις τε μεγάλη ἦν ἐπὶ πάντας αὐτούς	and great grace was upon them all	1	The pronoun **them** refers back to “the multitude of those who believed” in [4:32](../04/32.md). It does not refer just to the **apostles**, who are mentioned in this verse. Alternate translation: “great grace was upon all of the believers”
4:33	d8dr		rc://*/ta/man/translate/figs-abstractnouns	χάρις τε μεγάλη ἦν ἐπὶ πάντας αὐτούς	and great grace was upon them all	1	If your language does not use an abstract noun for the idea behind the word **grace**, you could express the same idea with an equivalent expression. The word could describe: (1) how God was blessing the believers. Alternate translation: “God was blessing all of the believers in wonderful ways” (2) how the people in Jerusalem held the believers in high esteem. Alternate translation: “the people of Jerusalem thought very highly of all the believers”
4:34	a331		rc://*/ta/man/translate/translate-versebridge	οὐδὲ γὰρ ἐνδεής τις ἦν ἐν αὐτοῖς	For there was not anyone needy among them	1	This statement expresses the result of the rest of what Luke says in this verse and what he says in the next verse. If it would be helpful in your language to put this result after the reasons for it, you could create a verse bridge by moving this statement to the end of the next verse and beginning it with the word “So” instead of **For**.
4:34	a319		rc://*/ta/man/translate/grammar-connect-logic-result	γὰρ	For	1	Luke uses the word **For** in its first instance in this verse to introduce the evidence or reason for his statement at the end of the previous verse that “great grace was upon them all.” The meaning here depends on the meaning there. Alternate translation: (1) “The way God was blessing the believers could be seen in the fact that” or (2) “One thing that made the people think very highly of the believers was that”
4:34	a320		rc://*/ta/man/translate/grammar-connect-logic-result	γὰρ	for	2	Luke uses the word **for** in its second instance in this verse to introduce the reason why no one in the community of believers was needy. Alternate translation: “and the reason for this was that”
4:34	gw3v		rc://*/ta/man/translate/figs-hyperbole	ὅσοι γὰρ κτήτορες χωρίων ἢ οἰκιῶν ὑπῆρχον	for as many as were owners of lands or houses	1	The phrase **as many as** is a generalization for emphasis. Alternate translation: “many believers who owned lands or houses”
4:34	l938		rc://*/ta/man/translate/figs-activepassive	τὰς τιμὰς τῶν πιπρασκομένων	the price of the things being sold	1	If it would be helpful in your language, you could state this with an active form. Alternate translation: “the money that they received from the things they sold”
