Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
2:21	l63g			אַחַת֙ מִ⁠צַּלְעֹתָ֔י⁠ו	one of his ribs	1	This phrase is ambiguous in the Hebrew text. It could mean: (1) “one of the man’s ribs from his body/side” or “a rib from the man’s body/side” or (2) “part of the man’s side from his body”
2:21	k98y			וַ⁠יִּסְגֹּ֥ר בָּשָׂ֖ר תַּחְתֶּֽ⁠נָּה	and closed up its place {with} flesh	1	In this context, the term **flesh** probably includes muscles and skin. Alternate translation: “and filled in the hole where it had been with flesh and healed it.” or “and replaced it with flesh and healed him.”
2:22	wmbd		rc://*/ta/man/translate/writing-pronouns	וַ⁠יִּבֶן֩ יְהוָ֨ה אֱלֹהִ֧ים	Then Yahweh God built	1	For many languages it is more natural here to use a pronoun to refer to Yahweh God. Do what is best in your language. After you finish translating a chapter or section, it is a good practice to read that section aloud and listen for what is the best way to refer to God and others at each place in the text. Alternate translation: “Next he” or “After that, he”
2:22	m5wn			וַ⁠יִּבֶן֩ & אֶֽת הַ⁠צֵּלָ֛ע אֲשֶׁר לָקַ֥ח מִן הָֽ⁠אָדָ֖ם לְ⁠אִשָּׁ֑ה	Then & built the rib which he had taken from the man into a woman	1	See how you translated **rib** in verse 21 and see the note about that there. Alternate translation: “used the rib which he taken from the man to construct a woman from it,”
2:22	w6xw		rc://*/ta/man/translate/figs-go	וַ⁠יְבִאֶ֖⁠הָ אֶל הָֽ⁠אָדָֽם	and he brought her to the man	1	See how you translated **brought** in verse 19. Alternate translation: “Then he took her to the man.”
2:23	b3g6		rc://*/ta/man/translate/figs-explicit	וַ⁠יֹּאמֶר֮ הָֽ⁠אָדָם֒	And the man said	1	Remember to only make implied information explicit in your translation if it helps people understand the text better or if it is necessary to prevent wrong meaning or bad grammar in your language. Alternate translation: “Then the man said” or “When the man saw her, he said” or “When the man woke up and saw the woman, he said”
2:23	cus9			זֹ֣את הַ⁠פַּ֗עַם	This {one} now	1	" Alternate translation: “Now there is a person who” or “At last here is a person like me who” or “Ahh! Here is someone like me who”"
2:23	dbqq			עֶ֚צֶם מֵֽ⁠עֲצָמַ֔⁠י וּ⁠בָשָׂ֖ר מִ⁠בְּשָׂרִ֑⁠י	"is} bone from my bones
and flesh from my flesh"	1	" Alternate translation: “was made out of my own bones and flesh!”"
2:23	pbw7			לְ⁠זֹאת֙ יִקָּרֵ֣א אִשָּׁ֔ה	She will be called ‘woman	1	There is a play-on-words here because the Hebrew word for woman (“ishsha”) is similar to the Hebrew word for man (“ish”). You could put that information in a footnote.
2:23	dsb8		rc://*/ta/man/translate/figs-activepassive	כִּ֥י מֵ⁠אִ֖ישׁ לֻֽקֳחָה זֹּֽאת	because {it was} from a man {that} she was taken	1	Consider what is the best way to translate this passive clause in your language. Alternate translation: “because she was taken by God from the body of a man.”
2:24	oti6			עַל כֵּן֙	For that {reason	1	" Alternate translation: “That is why”"
2:24	u45s			יַֽעֲזָב אִ֔ישׁ	a man will leave	1	" Alternate translation: “a man who marries must leave” or “when a man gets married, he must move away from”"
2:24	k1xp		rc://*/ta/man/translate/figs-idiom	וְ⁠דָבַ֣ק בְּ⁠אִשְׁתּ֔⁠וֹ	and he will cling to his wife	1	This idiom means that the man is committed to his wife and has a close physical relationship with her too. Consider what is the best way to translate this in your language. Alternate translation: “and he must join with his wife,” or “and he must live in close relationship with his wife,”
2:24	fqua		rc://*/ta/man/translate/figs-youdual	וְ⁠הָי֖וּ	and they will become	1	Some languages have a special dual pronoun for **they** that fits well here.
2:24	lhdy		rc://*/ta/man/translate/figs-idiom	לְ⁠בָשָׂ֥ר אֶחָֽד	one flesh	1	The phrase **one flesh** is an idiom that emphasizes the close physical and spiritual unity between a husband and wife. Other languages may have a similar idiom. Consider how to best communicate this in your language. Alternate translation: “completely one” or “united in body and spirit.” or “united like one person.”
2:25	rovf			וַ⁠יִּֽהְי֤וּ שְׁנֵי⁠הֶם֙ עֲרוּמִּ֔ים הָֽ⁠אָדָ֖ם וְ⁠אִשְׁתּ֑⁠וֹ	And the man and his wife were both naked	1	" Alternate translation: “Now at that time both the man and his wife were naked,” or “At that time the man and his wife did not wear any clothes,”"
2:25	m37h			וְ⁠לֹ֖א יִתְבֹּשָֽׁשׁוּ	but they were not ashamed	1	Some languages have an idiom for this clause that fits well here. Do what is best in your language. Alternate translation: “but yet they were not embarrassed about it.” or “but yet they did not feel embarrassed about being naked.”
3:1	k1xo		rc://*/ta/man/translate/grammar-connect-time-background	וְ⁠הַ⁠נָּחָשׁ֙	Now the serpent	1	The conjunction **Now** introduces background information about the serpent. See how you translated this conjunction in Gen 2:5, 8, 19.
3:1	c6pe			הָיָ֣ה עָר֔וּם מִ⁠כֹּל֙ חַיַּ֣ת הַ⁠שָּׂדֶ֔ה	was more crafty than every living thing of the field	1	Make sure that your translation of **crafty** means that the snake had evil intent and was clever in a way that was not good. See how you translated **living thing of the field** in Gen 2:19-20. Alternate translation: “was more deceptive and clever than any of the other creatures that live in the wild”
3:1	xal9			אֲשֶׁ֥ר עָשָׂ֖ה יְהוָ֣ה אֱלֹהִ֑ים	that Yahweh God had made	1	Make sure your translation of this phrase refers to the animals that God had made, not the fields. Also see how you translated **Yahweh God** in chapter 2, beginning in verse 4. Alternate translation: “that Yahweh who is God had made” or “that God whose name is Yahweh had made”
3:1	jqok		rc://*/ta/man/translate/writing-pronouns	וַ⁠יֹּ֨אמֶר֙ אֶל־הָ֣⁠אִשָּׁ֔ה	And he said to the woman	1	If you use a pronoun (**he**) here in your translation, make sure it refers to the serpent, not God. Also, since the snake asked a question, some languages have to be more specific and say “asked” in the quote margin. Do what is best in your language. Alternate translation: “One day the snake went to the woman and asked her,”
3:1	za8o		rc://*/ta/man/translate/figs-quotesinquotes	אַ֚ף כִּֽי אָמַ֣ר אֱלֹהִ֔ים לֹ֣א תֹֽאכְל֔וּ	Did God really say, ‘You must not eat	1	Consider whether it is better in your language to translate this embedded quote as a direct or indirect quote. Alternate translation: “Did God actually command you to not eat” or “Is it true that God commanded you not to eat”
3:1	iqz3			מִ⁠כֹּ֖ל עֵ֥ץ הַ⁠גָּֽן	from any tree of the garden	1	See how you translated **garden** in Genesis 2, beginning in verse 8. Alternate translation: “fruit from any of the trees that is in the garden?” or “any fruit from the trees in the garden?”
3:2	gevr		rc://*/ta/man/translate/writing-quotations	וַ⁠תֹּ֥אמֶר הָֽ⁠אִשָּׁ֖ה אֶל הַ⁠נָּחָ֑שׁ	Then the woman said to the serpent	1	Consider what is the best way to translate this quote margin in your language. Alternate translation: “The woman answered the snake,” or “The woman responded to him,” or “The woman replied,”
3:2	kllk		rc://*/ta/man/translate/figs-exclusive	נֹאכֵֽל	We may eat	1	The woman is not including the snake when she says “we” here. Alternate translation: “No, we have permission from God to eat” or “No, God has given us permission to eat”
3:2	gy6f			מִ⁠פְּרִ֥י	from the fruit of	1	See how you translated **fruit** in Gen 1:11-12, 29. Alternate translation: “the fruit from”
3:2	fmke			עֵֽץ הַ⁠גָּ֖ן	the tree{s} of the garden	1	" Alternate translation: “all of the trees that are in the garden,” or “any tree in the garden,”"
3:3	t2wx		rc://*/ta/man/translate/translate-versebridge	וּ⁠מִ⁠פְּרִ֣י הָ⁠עֵץ֮ אֲשֶׁ֣ר בְּ⁠תוֹךְ הַ⁠גָּן֒	except from the fruit of the tree that {is} in the middle of the garden	1	For some languages it is necessary to put the exception clause first and say, “No, it is only the tree in the middle of the garden that God said we must/may not eat any fruit from, but the fruit of/from all the rest of the trees in the garden we may eat.” Notice that if you follow this example, you must combine verses 2 and 3 and put the verse numbers “2-3” in front of the combination. Alternate translation: “except fruit from the tree that is in the middle of the garden.” or “except there is one tree that we may not eat fruit from, which is in the center of the garden.”
3:3	nz0q		rc://*/ta/man/translate/figs-quotesinquotes	אָמַ֣ר אֱלֹהִ֗ים לֹ֤א תֹֽאכְלוּ֙ מִמֶּ֔⁠נּוּ	God said, ‘You must not eat from it	1	Consider whether it is better in your language to translate this embedded quote as a direct or indirect quote. Alternate translation: “God told us to not eat any of that fruit,”
3:3	anrc			וְ⁠לֹ֥א תִגְּע֖וּ בּ֑⁠וֹ	and you must not touch it	1	" Alternate translation: “and do not even touch it,”"
3:3	ztft		rc://*/ta/man/translate/figs-quotesinquotes	פֶּן תְּמֻתֽוּ⁠ן	or else you will die	1	Make sure the way you translate this clause fits with whether you translated the first part of the sentence as a direct (**you**) or indirect (“we”) quote. Alternate translation: “because if you do eat it or touch it, you will die!” or “because if we do eat it or touch it, we will die!”
3:4	j40v		rc://*/ta/man/translate/writing-quotations	וַ⁠יֹּ֥אמֶר הַ⁠נָּחָ֖שׁ אֶל־הָֽ⁠אִשָּׁ֑ה	But the serpent said to the woman	1	See how you translated **serpent** in verses 1-2. Alternate translation: “But the snake replied to her,” or “But the snake replied,”
